5519,55016
58477,64757
1994,51257
7328,51257
7322,115123
7323,115123
920,57574
64400,54708
8562,54708
65983,54708
9927,54708
10010,54708
7334,54708
55284,54708
55625,10299
54778,64844
7048,64844
3093,64844
7334,64844
51035,64844
942,220972
3554,220972
54443,162333
23157,1731
5885,1731
382,4735
3727,4735
5295,4735
1731,55964
23157,55964
5592,55964
1731,5414
55964,5414
23157,5414
23580,5414
1731,5413
55964,5413
5414,5413
23157,5413
989,5413
23176,5413
5071,5413
148170,23157
6275,23157
10284,23157
7341,23157
7083,23157
10435,989
23580,989
5414,23176
23157,23176
2,23176
5218,23176
51535,23176
4735,10801
989,10801
23580,10801
30011,10801
1731,151011
989,151011
8452,151011
4735,55752
55964,55752
5413,55752
23157,55752
989,55752
55964,346288
3175,1
339,29974
2275,29974
6927,29974
8570,29974
7185,29974
9510,2
567,2
10263,2
1991,2
3163,2
3437,2
3569,2
3958,2
10724,2
64223,2
5155,2
5309,2
11102,2
7050,2
8626,2
7353,2
1948,8086
64091,8086
9463,195827
1175,79719
1994,79719
283635,79719
983,22848
7083,14
382,25980
55837,25980
10078,25980
1017,57505
2267,57505
57038,57505
10971,57505
64098,80755
23338,80755
57381,80755
6613,80755
6898,80755
10289,60496
6477,60496
84464,60496
7186,60496
7316,60496
23326,60496
4609,10157
3175,10157
55832,26574
9802,26574
25983,26574
5074,26574
5439,26574
5925,26574
6667,26574
7915,18
9117,18
316,19
9826,19
23365,19
1387,19
1740,19
1741,19
1958,19
55914,19
8772,19
9146,19
64130,19
8777,19
10062,19
5566,19
10594,19
7508,19
10987,10349
8451,10349
8452,154664
55755,20
6667,20
6671,20
483,21
59271,21
9413,21
2770,21
3133,21
55283,21
5745,21
353174,21
3164,23461
3113,23456
3172,23456
3581,23456
3084,23456
10456,8647
10456,5244
5693,340273
90273,10058
3113,10058
7124,10058
7251,10058
51150,22
10161,11194
134285,11194
340061,4363
81622,4363
5933,89845
51368,89845
6927,1244
3172,1244
5174,1244
5962,1244
9368,1244
3958,10257
83758,10057
51084,368
225,215
5825,215
3921,215
225,5825
1292,5825
53918,5825
5824,5825
10857,5825
5264,5825
11156,5825
7316,5825
487,6059
8667,6059
6036,6059
53347,6059
1457,23
8453,23
3068,23
6613,23
10301,55324
9873,55324
8479,55324
6696,55324
5292,9429
64240,64241
1994,55347
56888,55347
55630,26090
55890,7920
55283,7920
6048,7920
9552,7920
10430,7920
55554,171586
5346,51099
25,10006
27,10006
867,10006
868,10006
1398,10006
2059,10006
64787,10006
2887,10006
3190,10006
3312,10006
3636,10006
4690,10006
10787,10006
5110,10006
5264,10006
5296,10006
5562,10006
6259,10006
30837,10006
6654,10006
6655,10006
6709,10006
91544,10006
7410,10006
25,10152
8728,10152
53616,10152
166,10152
9743,10152
695,10152
1445,10152
1838,10152
8798,10152
55740,10152
2639,10152
2932,10152
9454,10152
90410,10152
3801,10152
3880,10152
54474,10152
89884,10152
4005,10152
4233,10152
8440,10152
91754,10152
5058,10152
5300,10152
10105,10152
5563,10152
5879,10152
30011,10152
8773,10152
55359,10152
7048,10152
91544,10152
7408,10152
7414,10152
8936,10152
7456,10152
118472,10152
25890,51225
89,51225
645455,51225
80817,51225
8667,51225
2193,51225
2885,51225
9454,51225
25959,51225
3860,51225
8440,51225
9818,51225
5682,51225
862,51225
8773,51225
6654,51225
10430,51225
7454,51225
4609,25890
29,25
9472,25
322,25
80831,25
351,25
55114,25
9826,25
50807,25
92591,25
472,25
545,25
11176,25
27154,25
695,25
729,25
81928,25
867,25
996,25
6792,25
50937,25
1951,25
1058,25
8646,25
9793,25
1271,25
8506,25
1385,25
1399,25
4253,25
9820,25
51428,25
9228,25
22839,25
1759,25
26052,25
9046,25
10278,25
1956,25
23136,25
2042,25
2065,25
51466,25
2151,25
8933,25
2316,25
2318,25
2295,25
2533,25
2534,25
2550,25
2571,25
10750,25
2885,25
23426,25
2954,25
170825,25
2971,25
3055,25
3320,25
3308,25
3312,25
3636,25
3689,25
26524,25
3980,25
987,25
79705,25
4053,25
4067,25
11184,25
57506,25
4193,25
81857,25
2475,25
26960,25
8202,25
4739,25
23114,25
4854,25
4914,25
11248,25
4969,25
114879,25
5027,25
5062,25
56141,25
5295,25
5310,25
5335,25
5580,25
57716,25
9051,25
5888,25
5901,25
5989,25
22999,25
9610,25
79890,25
