5519,55016
58477,64757
5824,54996
10228,51257
7328,51257
7322,115123
3093,115123
64400,54708
8562,54708
55669,54708
6647,54708
10010,54708
7334,54708
55284,54708
7402,54708
3052,64844
54778,64844
51270,64844
7048,64844
201292,64844
3093,64844
51035,64844
7874,64844
3554,220972
4735,1731
23157,1731
5885,1731
55964,4735
382,4735
23580,4735
1457,4735
9641,4735
3727,4735
4163,4735
5062,4735
5295,4735
6275,4735
7428,4735
1731,55964
124404,55964
23580,55964
1163,55964
3927,55964
5592,55964
9025,55964
6386,55964
55093,55964
1731,5414
55964,5414
4735,5413
55964,5413
5414,5413
23157,5413
989,5413
23176,5413
124404,5413
6804,5413
10284,23157
23157,989
124404,989
10435,989
23580,989
1731,23176
4735,23176
55964,23176
23580,23176
5218,23176
79960,23176
1731,10801
4735,10801
55964,10801
989,10801
55752,10801
346288,10801
23580,10801
79016,10801
8517,10801
4734,10801
10890,10801
30011,10801
6613,10801
1731,151011
5413,151011
989,151011
124404,151011
23580,151011
8452,151011
30011,151011
91746,151011
1731,55752
4735,55752
5413,55752
989,55752
124404,55752
30011,55752
55964,346288
23157,346288
368,1
3175,1
339,29974
6927,29974
9510,2
10263,2
1991,2
284161,2
3163,2
3569,2
10724,2
64223,2
11051,2
5155,2
7050,2
8626,2
7353,2
1948,8086
2773,8086
9636,8086
64091,8086
55630,8086
9463,195827
1175,79719
1994,79719
283635,79719
55127,79719
1173,22848
983,22848
64782,14
11345,14
7083,14
382,25980
9416,25980
55837,25980
7316,25980
26084,57505
1017,57505
51073,57505
339229,57505
57038,57505
10971,57505
84937,57505
57381,80755
6613,80755
6477,60496
7186,60496
3175,10157
472,26574
11200,26574
1362,26574
1613,26574
1949,26574
8216,26574
9261,26574
25983,26574
5074,26574
5300,26574
5439,26574
6187,26574
51547,26574
6667,26574
26039,26574
6613,26574
7251,26574
1020,9625
8851,9625
9117,18
23365,19
9318,19
1387,19
1457,19
1740,19
1741,19
1958,19
55914,19
8772,19
10211,19
9146,19
64130,19
8777,19
7376,19
5566,19
10594,19
6641,19
10558,19
7316,19
7360,19
10987,10349
8451,10349
8452,154664
773,20
5264,20
5445,20
483,21
59271,21
2770,21
3133,21
3084,21
10653,21
3175,10351
328,5243
920,5243
10456,5243
5566,5243
5578,5243
90273,23456
1994,23456
55630,23456
10456,5244
5693,340273
51614,10058
2319,10058
2771,10058
3113,10058
55658,10058
54472,10058
7316,10058
51150,22
7316,22
10161,11194
134285,11194
1457,4363
6667,89845
6670,89845
51368,89845
821,1244
79648,1244
3175,1244
2099,10057
51084,368
5825,215
682,215
3921,215
55630,215
7316,215
225,5825
1292,5825
8079,5825
53918,5825
5824,5825
10857,5825
5264,5825
11156,5825
55630,5825
7316,5825
84669,5825
8665,6059
8667,6059
6036,6059
8453,23
3068,23
6613,23
23243,10061
81669,10061
3030,10061
22938,10061
9873,55324
8479,55324
55004,55324
79939,55324
6613,55324
5987,55324
3065,9429
5292,9429
9619,64137
64240,64241
10555,64241
1994,55347
355,83451
5824,26090
55630,26090
53947,25864
518,7920
64215,7920
55890,7920
81502,7920
8519,7920
55283,7920
29990,7920
6048,7920
9552,7920
10430,7920
27306,81926
53947,51104
483,171586
1160,57406
25,10006
27,10006
322,10006
10458,10006
773,10006
867,10006
868,10006
23624,10006
1021,10006
1398,10006
1399,10006
667,10006
84062,10006
64787,10006
2241,10006
2268,10006
2444,10006
2887,10006
3190,10006
3312,10006
3636,10006
3702,10006
5594,10006
5595,10006
653361,10006
4690,10006
8440,10006
10787,10006
5062,10006
5110,10006
5264,10006
5296,10006
5562,10006
5921,10006
6259,10006
30837,10006
6654,10006
6655,10006
6708,10006
6709,10006
10915,10006
91544,10006
7410,10006
7525,10006
118472,10006
25,10152
53616,10152
166,10152
207,10152
658,10152
695,10152
51019,10152
1020,10152
1445,10152
1838,10152
8667,10152
2639,10152
2932,10152
9146,10152
3190,10152
9454,10152
90410,10152
10657,10152
3801,10152
3880,10152
4005,10152
8440,10152
91754,10152
5058,10152
5108,10152
5300,10152
10105,10152
5562,10152
5563,10152
5584,10152
5879,10152
6386,10152
55359,10152
10188,10152
7205,10152
7316,10152
91544,10152
7408,10152
7414,10152
8936,10152
7535,10152
118472,10152
25890,51225
645455,51225
80817,51225
8667,51225
55740,51225
2193,51225
9456,51225
9454,51225
25959,51225
